1 0.722135
2 0.669095
3 0.0872435
4 0.0869127
5 0.085635
6 0.0851632
7 0.0219682
8 0.0194755
9 0.00863582
10 0.00665838
11 0.00562485
12 0.00544725
13 0.00271047
14 0.00240835
15 0.00201421
16 0.001799
17 0.00174464
18 0.00167936
19 0.00149268
20 0.0014415
21 0.00143433
22 0.00140423
23 0.00137157
24 0.000975065
25 0.000916421
26 0.000639037
27 0.00052587
28 0.00031525
29 0.000296336
30 0.000282006
31 0.000271155
32 0.000258595
33 0.000244476
34 0.000178219
35 0.00014973
36 0.000144742
37 0.000118407
38 0.000105745
39 7.86709e-05
40 7.80891e-05
41 7.49261e-05
42 6.84232e-05
43 6.60945e-05
44 6.35727e-05
45 6.27387e-05
46 5.93248e-05
47 5.16532e-05
48 4.19954e-05
49 3.80676e-05
50 3.71189e-05
51 3.64862e-05
52 3.52368e-05
53 3.12957e-05
54 2.63104e-05
55 2.61697e-05
56 2.30744e-05
57 2.14423e-05
58 1.76969e-05
59 1.60195e-05
60 1.5831e-05
61 1.50501e-05
62 1.31434e-05
63 1.19891e-05
64 1.18446e-05
65 1.14086e-05
66 1.11356e-05
67 1.0939e-05
68 1.02924e-05
69 1.01102e-05
70 1.00264e-05
71 9.67051e-06
72 9.60121e-06
73 9.37705e-06
74 9.27352e-06
75 8.87651e-06
76 8.52977e-06
77 8.27929e-06
78 8.19596e-06
79 7.96485e-06
80 7.23215e-06
81 6.64845e-06
82 6.4273e-06
83 5.31607e-06
84 5.00835e-06
85 4.82806e-06
86 4.63253e-06
87 4.27888e-06
88 3.77642e-06
89 3.37215e-06
90 2.89118e-06
91 2.79134e-06
92 2.50375e-06
93 2.1483e-06
94 1.99111e-06
95 1.88078e-06
96 1.80761e-06
97 1.6797e-06
98 1.62155e-06
99 1.38372e-06
100 1.29429e-06
101 1.23591e-06
102 9.90016e-07
