1 0.764249
2 0.617427
3 0.128827
4 0.0821487
5 0.0690091
6 0.0679794
7 0.0360155
8 0.0184712
9 0.0143981
10 0.00541153
11 0.00489698
12 0.00460909
13 0.00456528
14 0.00438405
15 0.00286406
16 0.00186664
17 0.00136911
18 0.00130519
19 0.00091475
20 0.000852943
21 0.000761505
22 0.00075003
23 0.000670857
24 0.000506965
25 0.000440389
26 0.000437347
27 0.000378771
28 0.000293717
29 0.000274042
30 0.000213167
31 0.000175206
32 0.000130688
33 9.08159e-05
34 7.57908e-05
35 6.27047e-05
36 6.15738e-05
37 6.1274e-05
38 5.39138e-05
39 4.92607e-05
40 3.89634e-05
41 2.78529e-05
42 2.70637e-05
43 2.6246e-05
44 2.59128e-05
45 2.5169e-05
46 2.30612e-05
47 2.26386e-05
48 2.23667e-05
49 2.18494e-05
50 2.13166e-05
51 2.02729e-05
52 1.96252e-05
53 1.55579e-05
54 1.35441e-05
55 1.32946e-05
56 1.2796e-05
57 1.23928e-05
58 1.21305e-05
59 1.17169e-05
60 9.8435e-06
61 7.36919e-06
62 6.84649e-06
63 6.55628e-06
64 4.42558e-06
65 3.67238e-06
66 1.43581e-06
67 9.57831e-07
68 6.23033e-07
