1 0.76427
2 0.617398
3 0.128839
4 0.0821491
5 0.0690069
6 0.0679766
7 0.0360228
8 0.0184818
9 0.0143969
10 0.00541254
11 0.00489875
12 0.00461008
13 0.00456929
14 0.00438621
15 0.00286395
16 0.00186701
17 0.00137155
18 0.00130646
19 0.000914989
20 0.000853511
21 0.000762842
22 0.00075011
23 0.000672141
24 0.000507213
25 0.000440895
26 0.000438408
27 0.000379252
28 0.000295051
29 0.000274775
30 0.000214155
31 0.000175737
32 0.000130641
33 9.10008e-05
34 7.58246e-05
35 6.27881e-05
36 6.16974e-05
37 6.11184e-05
38 5.56224e-05
39 4.93067e-05
40 3.78731e-05
41 2.81494e-05
42 2.62836e-05
43 2.60352e-05
44 2.5329e-05
45 2.41547e-05
46 2.27366e-05
47 2.24894e-05
48 2.08442e-05
49 2.03016e-05
50 1.83358e-05
51 1.71076e-05
52 1.55869e-05
53 1.33531e-05
54 1.28365e-05
55 1.24841e-05
56 1.242e-05
57 1.14977e-05
58 9.90457e-06
59 9.47172e-06
60 8.82737e-06
61 6.72972e-06
62 6.3343e-06
63 6.24397e-06
64 4.70888e-06
65 3.58463e-06
66 1.14517e-06
67 6.90704e-07
68 5.87518e-07
69 4.31604e-07
70 3.87354e-07
71 3.62971e-07
72 2.74119e-07
