1 0.802287
2 0.564192
3 0.121767
4 0.107076
5 0.0757085
6 0.0678783
7 0.0309244
8 0.0140019
9 0.0109423
10 0.00582699
11 0.0048226
12 0.00455953
13 0.00385529
14 0.00318869
15 0.00271003
16 0.00193718
17 0.00112452
18 0.000858685
19 0.000676378
20 0.000631386
21 0.000620886
22 0.000602612
23 0.000555338
24 0.000461953
25 0.000418356
26 0.000402508
27 0.00030017
28 0.000255579
29 0.00012801
30 9.10872e-05
31 6.88436e-05
32 6.7097e-05
33 6.60931e-05
34 6.54346e-05
35 6.03996e-05
36 3.89011e-05
37 3.4739e-05
38 3.46493e-05
39 2.92088e-05
40 2.67475e-05
41 2.41968e-05
42 2.34693e-05
43 2.15873e-05
44 1.85263e-05
45 1.59728e-05
46 1.25521e-05
47 1.06484e-05
48 1.04054e-05
49 1.01787e-05
50 9.5064e-06
51 8.0562e-06
52 5.27274e-06
53 3.48903e-06
54 1.41138e-06
55 8.3466e-07
