1 0.748262
2 0.638864
3 0.094468
4 0.0875935
5 0.0856736
6 0.0816818
7 0.0269527
8 0.0176839
9 0.0124387
10 0.00728693
11 0.00497608
12 0.00476223
13 0.00332409
14 0.00331901
15 0.00316384
16 0.00227283
17 0.00192837
18 0.0016269
19 0.00125518
20 0.00124771
21 0.00124205
22 0.00120726
23 0.00108566
24 0.000802505
25 0.000737358
26 0.000659163
27 0.000443991
28 0.000335514
29 0.000321453
30 0.000253959
31 0.000246791
32 0.000202135
33 0.000179014
34 0.000159479
35 0.000156677
36 0.000110637
37 8.71959e-05
38 6.90039e-05
39 6.84396e-05
40 5.84418e-05
41 5.30234e-05
42 5.15758e-05
43 5.12051e-05
44 5.09888e-05
45 4.99558e-05
46 4.88726e-05
47 4.39778e-05
48 4.39087e-05
49 3.39717e-05
50 3.16884e-05
51 2.49431e-05
52 2.38709e-05
53 2.31879e-05
54 2.13782e-05
55 1.91715e-05
56 1.83457e-05
57 1.78996e-05
58 1.76796e-05
59 1.69178e-05
60 1.66942e-05
61 1.59195e-05
62 1.5495e-05
63 1.36623e-05
64 1.31675e-05
65 1.16869e-05
66 1.01803e-05
67 9.35093e-06
68 8.41251e-06
69 7.44291e-06
70 7.19816e-06
71 6.76628e-06
72 6.23305e-06
73 6.07899e-06
74 5.96258e-06
75 5.52969e-06
76 5.44555e-06
77 5.09499e-06
78 4.56963e-06
79 3.81163e-06
80 3.57401e-06
81 3.07132e-06
82 2.45762e-06
83 2.0301e-06
84 1.67327e-06
85 1.55662e-06
86 1.36474e-06
87 1.30316e-06
88 1.14134e-06
89 1.01943e-06
90 6.34389e-07
91 5.75267e-07
