1 0.716841
2 0.674843
3 0.0895489
4 0.0862525
5 0.0845685
6 0.0839952
7 0.021909
8 0.0193231
9 0.0083829
10 0.00632527
11 0.00546127
12 0.00536694
13 0.00255226
14 0.00228881
15 0.00183994
16 0.00178248
17 0.00171679
18 0.00162597
19 0.00161643
20 0.00145052
21 0.00143295
22 0.00143109
23 0.00141276
24 0.00101203
25 0.00091051
26 0.000603523
27 0.000516895
28 0.000344369
29 0.000287466
30 0.000283381
31 0.000267129
32 0.00026667
33 0.000242715
34 0.000151779
35 0.000146009
36 0.000141182
37 0.000127052
38 0.000120301
39 8.62039e-05
40 8.39888e-05
41 7.6937e-05
42 7.10197e-05
43 6.7252e-05
44 6.62659e-05
45 6.24447e-05
46 5.88635e-05
47 5.07692e-05
48 4.8247e-05
49 3.84059e-05
50 3.70131e-05
51 3.29534e-05
52 3.1411e-05
53 2.97287e-05
54 2.91734e-05
55 2.50947e-05
56 2.45802e-05
57 2.38999e-05
58 1.90512e-05
59 1.72654e-05
60 1.62722e-05
61 1.53385e-05
62 1.46527e-05
63 1.38972e-05
64 1.21446e-05
65 1.16494e-05
66 1.14202e-05
67 1.12123e-05
68 1.05755e-05
69 1.0161e-05
70 9.83017e-06
71 9.57075e-06
72 8.91945e-06
73 8.85605e-06
74 8.31681e-06
75 8.2668e-06
76 8.10734e-06
77 7.73419e-06
78 7.34294e-06
79 7.27435e-06
80 7.14293e-06
81 6.13936e-06
82 5.66741e-06
83 5.52179e-06
84 5.15118e-06
85 4.70125e-06
86 4.37664e-06
87 3.97732e-06
88 3.84022e-06
89 3.67628e-06
90 3.36737e-06
91 3.0983e-06
92 2.23508e-06
93 1.97748e-06
94 1.7473e-06
95 1.64749e-06
96 1.60196e-06
97 1.51064e-06
98 1.46306e-06
99 1.28483e-06
100 9.89091e-07
