1 0.748873
2 0.637915
3 0.108005
4 0.0848203
5 0.0770379
6 0.0761683
7 0.0314468
8 0.016569
9 0.0159921
10 0.00618863
11 0.00477659
12 0.00404815
13 0.00394135
14 0.00384297
15 0.00340296
16 0.00223402
17 0.00183067
18 0.00158092
19 0.00118972
20 0.00118128
21 0.00112115
22 0.00107074
23 0.000996044
24 0.000669959
25 0.000649599
26 0.000571807
27 0.000462957
28 0.000354508
29 0.000308859
30 0.000291391
31 0.000246097
32 0.000197096
33 0.00015996
34 0.000140762
35 0.000115504
36 8.34039e-05
37 7.23807e-05
38 7.01047e-05
39 6.12654e-05
40 5.60198e-05
41 5.47002e-05
42 5.19297e-05
43 4.74354e-05
44 4.54456e-05
45 3.97277e-05
46 3.69062e-05
47 3.47036e-05
48 2.76914e-05
49 2.51698e-05
50 2.37283e-05
51 2.32806e-05
52 2.26331e-05
53 2.11319e-05
54 2.06251e-05
55 2.02608e-05
56 1.9239e-05
57 1.88349e-05
58 1.55528e-05
59 1.48985e-05
60 1.46443e-05
61 1.38868e-05
62 1.29727e-05
63 1.24188e-05
64 1.14358e-05
65 1.05564e-05
66 9.44546e-06
67 7.29865e-06
68 6.84909e-06
69 6.45255e-06
70 6.00224e-06
71 5.84074e-06
72 5.42439e-06
73 4.75837e-06
74 4.07029e-06
75 3.47004e-06
76 3.26746e-06
77 2.92792e-06
78 1.63225e-06
79 8.32256e-07
